restaurant_id,featureForExcel
5516.0,브런치 메뉴가 있는
5516.0,인테리어가 좋은
5516.0,정원이나 산책로가 있는
5516.0,테라스가 있는
5516.0,모던/스타일리시
5516.0,주차 가능
5509.0,주차 가능
5505.0,주차 가능
5489.0,역사가 오래된
5489.0,아침을 먹을 수 있는
17561.0,전망이 좋은
17561.0,전통 한옥 리뉴얼
17467.0,역사가 오래된
17467.0,전망이 좋은
17467.0,새벽까지 영업하는
17467.0,연중무휴
17467.0,주차 가능
17467.0,바다가 보이는
17253.0,비즈니스 다이닝에 좋은
17253.0,연중무휴
17253.0,주차 가능
17216.0,주차 가능
17068.0,주차 가능
17008.0,역사가 오래된
17008.0,아침을 먹을 수 있는
17008.0,연중무휴
17008.0,주차 가능
16904.0,연중무휴
16904.0,주차 가능
16767.0,아침을 먹을 수 있는
16767.0,연중무휴
16767.0,주차 가능
16155.0,주차 가능
15942.0,새벽까지 영업하는
15942.0,연중무휴
15942.0,발레 파킹
14982.0,주차 가능
14923.0,아침을 먹을 수 있는
14000.0,새벽까지 영업하는
14000.0,저녁에만 영업하는
13756.0,아침을 먹을 수 있는
13756.0,주차 가능
13339.0,24시간 영업하는
13339.0,아침을 먹을 수 있는
13339.0,연중무휴
13339.0,주차 가능
13318.0,주차 가능
13293.0,역사가 오래된
13293.0,전통 한옥 리뉴얼
13227.0,낮에만 영업하는
13227.0,아침을 먹을 수 있는
13227.0,주차 가능
13183.0,저녁에만 영업하는
13183.0,주차 가능
13050.0,연중무휴
13050.0,주차 가능
12889.0,역사가 오래된
12889.0,연중무휴
12889.0,주차 가능
24692.0,정원이나 산책로가 있는
24692.0,테라스가 있는
24692.0,주차 가능
24663.0,주차 가능
,
23061.0,24시간 영업하는
23061.0,아침을 먹을 수 있는
23061.0,연중무휴
23061.0,주차 가능
23059.0,아침을 먹을 수 있는
23059.0,주차 가능
22965.0,켈리 더블 임팩트 맛집
22927.0,역사가 오래된
22927.0,아침을 먹을 수 있는
22927.0,주차 가능
22533.0,아침을 먹을 수 있는
22501.0,주차 가능
22401.0,아침을 먹을 수 있는
22401.0,연중무휴
22314.0,역사가 오래된
22301.0,전망이 좋은
22301.0,아침을 먹을 수 있는
22301.0,전통 한옥 리뉴얼
22301.0,주차 가능
22301.0,바다가 보이는
22299.0,주차 가능
21776.0,연인과 같이 가면 좋은
21776.0,테라스가 있는
21401.0,역사가 오래된
21401.0,아침을 먹을 수 있는
21401.0,주차 가능
21327.0,역사가 오래된
20941.0,역사가 오래된
20941.0,주차 가능
20471.0,가족과 외식하기 좋은
20471.0,저녁에만 영업하는
20462.0,역사가 오래된
20462.0,주차 가능
20369.0,역사가 오래된
20369.0,주차 가능
20307.0,저녁에만 영업하는
20121.0,주차 가능
19659.0,역사가 오래된
19659.0,연중무휴
19659.0,주차 가능
19126.0,주차 가능
18876.0,역사가 오래된
18824.0,역사가 오래된
18824.0,아침을 먹을 수 있는
18824.0,연중무휴
18824.0,주차 가능
18650.0,가족과 외식하기 좋은
18650.0,테라스가 있는
18650.0,연중무휴
18650.0,주차 가능
18604.0,주차 가능
18258.0,주차 가능
18249.0,주차 가능
18243.0,역사가 오래된
17905.0,주차 가능
27183.0,아침을 먹을 수 있는
27183.0,주차 가능
27182.0,역사가 오래된
27182.0,아침을 먹을 수 있는
27182.0,주차 가능
,
27135.0,아침을 먹을 수 있는
27135.0,주차 가능
27133.0,아침을 먹을 수 있는
27133.0,주차 가능
27131.0,주차 가능
27036.0,아침을 먹을 수 있는
26982.0,아침을 먹을 수 있는
26982.0,연중무휴
26982.0,주차 가능
26972.0,주차 가능
26962.0,브런치 메뉴가 있는
26962.0,주차 가능
,
26705.0,새벽까지 영업하는
26705.0,연중무휴
26705.0,주차 가능
,
26173.0,주차 가능
26062.0,연중무휴
26062.0,주차 가능
25982.0,새벽까지 영업하는
25982.0,켈리 더블 임팩트 맛집
,
25962.0,술 한잔하기 좋은
25962.0,연중무휴
25962.0,주차 가능
25948.0,술 한잔하기 좋은
25948.0,저녁에만 영업하는
25945.0,주차 가능
25902.0,역사가 오래된
25902.0,새벽까지 영업하는
25902.0,연중무휴
25902.0,저녁에만 영업하는
25742.0,아침을 먹을 수 있는
25623.0,아침을 먹을 수 있는
25623.0,연중무휴
25446.0,주차 가능
25387.0,역사가 오래된
25387.0,주차 가능
25380.0,정원이나 산책로가 있는
25380.0,연중무휴
25380.0,주차 가능
25363.0,주차 가능
25314.0,역사가 오래된
25266.0,아침을 먹을 수 있는
25266.0,주차 가능
25082.0,주차 가능
25070.0,테라스가 있는
25070.0,주차 가능
,
23766.0,가족과 외식하기 좋은
23766.0,전망이 좋은
23766.0,연중무휴
23766.0,주차 가능
,
28506.0,역사가 오래된
28506.0,아침을 먹을 수 있는
28506.0,연중무휴
28499.0,아침을 먹을 수 있는
28410.0,아침을 먹을 수 있는
28402.0,아침을 먹을 수 있는
28402.0,연중무휴
28402.0,주차 가능
28389.0,역사가 오래된
28389.0,24시간 영업하는
28389.0,아침을 먹을 수 있는
28389.0,연중무휴
28389.0,주차 가능
28385.0,낮에만 영업하는
28385.0,아침을 먹을 수 있는
28385.0,주차 가능
28109.0,24시간 영업하는
28109.0,아침을 먹을 수 있는
28109.0,연중무휴
28109.0,주차 가능
28075.0,브런치 메뉴가 있는
28075.0,테라스가 있는
28075.0,발레 파킹
28063.0,아침을 먹을 수 있는
28063.0,주차 가능
27952.0,연중무휴
27878.0,아침을 먹을 수 있는
27878.0,연중무휴
27878.0,주차 가능
,
27876.0,주차 가능
27550.0,연중무휴
27333.0,아침을 먹을 수 있는
27333.0,주차 가능
27253.0,역사가 오래된
27253.0,연중무휴
27253.0,주차 가능
27251.0,주차 가능
30355.0,정원이나 산책로가 있는
30355.0,주차 가능
30309.0,저녁에만 영업하는
30309.0,주차 가능
30159.0,주차 가능
30150.0,술 한잔하기 좋은
30150.0,테라스가 있는
30150.0,새벽까지 영업하는
30150.0,저녁에만 영업하는
30150.0,카운터 석이 있는
30047.0,주차 가능
30043.0,주차 가능
29860.0,주차 가능
29854.0,주차 가능
29843.0,가족과 외식하기 좋은
29843.0,연중무휴
29843.0,주차 가능
29841.0,아침을 먹을 수 있는
29841.0,연중무휴
29841.0,주차 가능
29750.0,새벽까지 영업하는
29750.0,저녁에만 영업하는
29750.0,주차 가능
29673.0,연중무휴
29633.0,연중무휴
29633.0,주차 가능
29546.0,연인과 같이 가면 좋은
29546.0,전망이 좋은
29546.0,주차 가능
29546.0,바다가 보이는
29503.0,낮에만 영업하는
29503.0,주차 가능
29475.0,연인과 같이 가면 좋은
29475.0,연중무휴
29447.0,연중무휴
29447.0,저녁에만 영업하는
29376.0,주차 가능
29249.0,주차 가능
29192.0,주차 가능
29034.0,주차 가능
29033.0,주차 가능
28616.0,아침을 먹을 수 있는
28616.0,연중무휴
28616.0,주차 가능
30909.0,연중무휴
30909.0,전통 한옥 리뉴얼
30909.0,주차 가능
30901.0,연중무휴
30901.0,전통 한옥 재현
30893.0,저녁에만 영업하는
30893.0,카운터 석이 있는
30886.0,주차 가능
30877.0,연중무휴
30877.0,프라이빗룸이 있는
30877.0,주차 가능
30874.0,24시간 영업하는
30874.0,아침을 먹을 수 있는
30874.0,연중무휴
30874.0,켈리 더블 임팩트 맛집
30865.0,주차 가능
,
30851.0,저녁에만 영업하는
30846.0,새벽까지 영업하는
30846.0,연중무휴
30846.0,저녁에만 영업하는
30846.0,주차 가능
30844.0,주차 가능
30841.0,전망이 좋은
30841.0,주차 가능
30841.0,바다가 보이는
30817.0,낮에만 영업하는
30817.0,연중무휴
30817.0,주차 가능
,
30794.0,연중무휴
30776.0,아침을 먹을 수 있는
30776.0,주차 가능
30746.0,주차 가능
30671.0,연중무휴
30626.0,연중무휴
30626.0,주차 가능
30623.0,역사가 오래된
30611.0,아침을 먹을 수 있는
30611.0,연중무휴
30540.0,비즈니스 다이닝에 좋은
30540.0,주차 가능
30529.0,술 한잔하기 좋은
30529.0,연중무휴
30529.0,저녁에만 영업하는
30529.0,주차 가능
30527.0,24시간 영업하는
30527.0,아침을 먹을 수 있는
30527.0,연중무휴
30527.0,주차 가능
30525.0,프라이빗룸이 있는
30525.0,주차 가능
30524.0,주차 가능
30522.0,주차 가능
30521.0,저녁에만 영업하는
30521.0,주차 가능
30520.0,연중무휴
30520.0,주차 가능
30503.0,주차 가능
31410.0,연중무휴
31410.0,주차 가능
31398.0,가족과 외식하기 좋은
31398.0,연인과 같이 가면 좋은
31398.0,전망이 좋은
31398.0,정원이나 산책로가 있는
31398.0,연중무휴
31398.0,주차 가능
31351.0,가족과 외식하기 좋은
31351.0,연중무휴
31351.0,주차 가능
31350.0,연중무휴
31350.0,주차 가능
31328.0,가족과 외식하기 좋은
31328.0,연인과 같이 가면 좋은
31328.0,저녁에만 영업하는
31249.0,아침을 먹을 수 있는
31249.0,주차 가능
31213.0,가족과 외식하기 좋은
31213.0,아침을 먹을 수 있는
31213.0,연중무휴
31213.0,주차 가능
31159.0,가족과 외식하기 좋은
31159.0,연인과 같이 가면 좋은
31159.0,주차 가능
31145.0,가족과 외식하기 좋은
31145.0,연인과 같이 가면 좋은
31145.0,낮에만 영업하는
31132.0,가족과 외식하기 좋은
31114.0,소개팅하기 좋은
31114.0,연인과 같이 가면 좋은
31114.0,연중무휴
31114.0,주차 가능
,
31094.0,가족과 외식하기 좋은
31094.0,연인과 같이 가면 좋은
31094.0,술 한잔하기 좋은
31094.0,연중무휴
31084.0,연인과 같이 가면 좋은
31084.0,술 한잔하기 좋은
31084.0,공연이 있는
31084.0,전망이 좋은
31084.0,정원이나 산책로가 있는
31084.0,테라스가 있는
31084.0,호텔 레스토랑
31084.0,연중무휴
31084.0,분위기가 좋은
31084.0,주차 가능
31084.0,바다가 보이는
31081.0,역사가 오래된
31073.0,역사가 오래된
31073.0,주차 가능
31053.0,연중무휴
31053.0,주차 가능
31018.0,가족과 외식하기 좋은
31018.0,역사가 오래된
31018.0,주차 가능
,
30942.0,연인과 같이 가면 좋은
30942.0,인테리어가 좋은
30942.0,전망이 좋은
30942.0,정원이나 산책로가 있는
30942.0,연중무휴
30942.0,전통 한옥 재현
30939.0,소개팅하기 좋은
30939.0,연인과 같이 가면 좋은
30939.0,전통 한옥 재현
31721.0,주차 가능
31708.0,아침을 먹을 수 있는
31708.0,주차 가능
,
31675.0,연인과 같이 가면 좋은
31675.0,브런치 메뉴가 있는
31675.0,정원이나 산책로가 있는
31675.0,테라스가 있는
31675.0,주차 가능
31663.0,연중무휴
31663.0,주차 가능
31647.0,가족과 외식하기 좋은
31647.0,비즈니스 다이닝에 좋은
31647.0,상견례에 좋은
31647.0,전통 한옥 리뉴얼
31647.0,프라이빗룸이 있는
31647.0,주차 가능
31628.0,주차 가능
31619.0,가족과 외식하기 좋은
31619.0,프라이빗룸이 있는
31616.0,전망이 좋은
31616.0,정원이나 산책로가 있는
31616.0,테라스가 있는
31616.0,연중무휴
31616.0,주차 가능
31614.0,연중무휴
31614.0,레트로풍
31609.0,주차 가능
31595.0,주차 가능
31551.0,연중무휴
31551.0,주차 가능
31551.0,백화점 레스토랑
,
,
31520.0,아침을 먹을 수 있는
31489.0,연중무휴
31489.0,주차 가능
31480.0,연중무휴
31469.0,가족과 외식하기 좋은
31469.0,연인과 같이 가면 좋은
31466.0,주차 가능
31450.0,연인과 같이 가면 좋은
31450.0,전망이 좋은
31450.0,프라이빗룸이 있는
31450.0,루프탑이 있는
31450.0,바다가 보이는
31447.0,가족과 외식하기 좋은
31447.0,주차 가능
31429.0,연중무휴
31429.0,주차 가능
31425.0,아침을 먹을 수 있는
31425.0,연중무휴
31419.0,연중무휴
31415.0,주차 가능
32301.0,연중무휴
32301.0,프라이빗룸이 있는
32301.0,주차 가능
32293.0,주차 가능
32211.0,연중무휴
32211.0,주차 가능
32173.0,주차 가능
32110.0,브런치 메뉴가 있는
32110.0,전망이 좋은
32110.0,테라스가 있는
32110.0,연중무휴
32110.0,주차 가능
32110.0,바다가 보이는
32106.0,역사가 오래된
32106.0,연중무휴
32106.0,주차 가능
32104.0,아침을 먹을 수 있는
32104.0,주차 가능
32103.0,저녁에만 영업하는
32103.0,주차 가능
32068.0,테라스가 있는
32068.0,연중무휴
32068.0,루프탑이 있는
32068.0,주차 가능
32068.0,플랜테리어
32060.0,주차 가능
32057.0,주차 가능
,
31931.0,낮에만 영업하는
31931.0,주차 가능
31930.0,주차 가능
31920.0,연중무휴
31920.0,주차 가능
31906.0,연중무휴
31906.0,주차 가능
31906.0,켈리 더블 임팩트 맛집
31891.0,가족과 외식하기 좋은
31891.0,프라이빗룸이 있는
31891.0,주차 가능
31864.0,연중무휴
31864.0,주차 가능
,
31828.0,새벽까지 영업하는
31828.0,연중무휴
31828.0,저녁에만 영업하는
31819.0,테라스가 있는
31819.0,주차 가능
31778.0,가족과 외식하기 좋은
31778.0,비즈니스 다이닝에 좋은
31778.0,상견례에 좋은
31778.0,역사가 오래된
31778.0,프라이빗룸이 있는
31778.0,주차 가능
31773.0,가족과 외식하기 좋은
31773.0,주차 가능
31773.0,켈리 더블 임팩트 맛집
32610.0,주차 가능
32596.0,연인과 같이 가면 좋은
32596.0,연중무휴
32590.0,주차 가능
32564.0,아침을 먹을 수 있는
32564.0,연중무휴
32564.0,주차 가능
32562.0,전망이 좋은
32562.0,연중무휴
32562.0,주차 가능
32559.0,역사가 오래된
32559.0,아침을 먹을 수 있는
32490.0,연중무휴
32474.0,인테리어가 좋은
32474.0,연중무휴
32474.0,저녁에만 영업하는
32474.0,일본풍
32474.0,주차 가능
32459.0,술 한잔하기 좋은
32456.0,가족과 외식하기 좋은
32456.0,프라이빗룸이 있는
32456.0,주차 가능
32440.0,주차 가능
,
32421.0,주차 가능
32416.0,주차 가능
,
32400.0,역사가 오래된
32397.0,아침을 먹을 수 있는
32397.0,연중무휴
32397.0,주차 가능
32383.0,24시간 영업하는
32383.0,아침을 먹을 수 있는
32383.0,연중무휴
32378.0,인테리어가 좋은
32378.0,아침을 먹을 수 있는
32378.0,연중무휴
32378.0,주차 가능
32378.0,삼성생명 인생카페
32372.0,놀이방이 있는
32355.0,연중무휴
32355.0,주차 가능
33467.0,전망이 좋은
33467.0,테라스가 있는
33467.0,주차 가능
33453.0,아침을 먹을 수 있는
33453.0,주차 가능
33315.0,연중무휴
33315.0,주차 가능
33213.0,술 한잔하기 좋은
33213.0,저녁에만 영업하는
33213.0,주차 가능
33171.0,연중무휴
33171.0,주차 가능
33135.0,연인과 같이 가면 좋은
33135.0,술 한잔하기 좋은
33135.0,공연이 있는
33135.0,야경이 좋은
33135.0,인테리어가 좋은
33135.0,전망이 좋은
33135.0,호텔 레스토랑
33135.0,연중무휴
33135.0,분위기가 좋은
33135.0,주차 가능
33134.0,연중무휴
33134.0,발레 파킹
33109.0,연인과 같이 가면 좋은
33109.0,술 한잔하기 좋은
33109.0,저녁에만 영업하는
33109.0,카운터 석이 있는
33043.0,가족과 외식하기 좋은
33043.0,연인과 같이 가면 좋은
33043.0,브런치 메뉴가 있는
33043.0,인테리어가 좋은
33043.0,전망이 좋은
33043.0,테라스가 있는
33043.0,주차 가능
32967.0,역사가 오래된
32967.0,연중무휴
32967.0,주차 가능
32926.0,역사가 오래된
32926.0,낮에만 영업하는
32911.0,연중무휴
32911.0,주차 가능
32872.0,가족과 외식하기 좋은
32872.0,연인과 같이 가면 좋은
32872.0,주차 가능
32851.0,술 한잔하기 좋은
32851.0,전망이 좋은
32851.0,주차 가능
32845.0,연인과 같이 가면 좋은
32845.0,주차 가능
32842.0,공연이 있는
32842.0,전망이 좋은
32842.0,아침을 먹을 수 있는
32842.0,연중무휴
32842.0,주차 가능
32803.0,테라스가 있는
32803.0,저녁에만 영업하는
32803.0,주차 가능
32786.0,연중무휴
32786.0,주차 가능
32783.0,연중무휴
32783.0,주차 가능
32724.0,술 한잔하기 좋은
32724.0,새벽까지 영업하는
32724.0,연중무휴
32724.0,저녁에만 영업하는
32724.0,주차 가능
32724.0,카운터 석이 있는
32702.0,아침을 먹을 수 있는
32702.0,연중무휴
32702.0,주차 가능
32668.0,역사가 오래된
32668.0,정원이나 산책로가 있는
32668.0,전통 한옥 리뉴얼
32668.0,주차 가능
34631.0,가족과 외식하기 좋은
34631.0,정원이나 산책로가 있는
34631.0,연중무휴
34631.0,반려동물 동반 가능
34631.0,주차 가능
34540.0,아침을 먹을 수 있는
34540.0,주차 가능
34480.0,연중무휴
34480.0,전통 한옥 재현
34480.0,프라이빗룸이 있는
34480.0,주차 가능
34459.0,주차 가능
34412.0,연중무휴
34412.0,주차 가능
34264.0,연중무휴
34240.0,역사가 오래된
34240.0,주차 가능
34214.0,주차 가능
34182.0,소개팅하기 좋은
34182.0,연인과 같이 가면 좋은
34182.0,테라스가 있는
34117.0,저녁에만 영업하는
34117.0,주차 가능
34117.0,카운터 석이 있는
,
34038.0,공연이 있는
34038.0,연중무휴
34038.0,저녁에만 영업하는
34038.0,주차 가능
33888.0,주차 가능
33888.0,카운터 석이 있는
33881.0,연중무휴
33881.0,프라이빗룸이 있는
33881.0,주차 가능
33861.0,정원이나 산책로가 있는
33861.0,테라스가 있는
33861.0,연중무휴
33861.0,주차 가능
33861.0,포토존이 있는
33832.0,주차 가능
33803.0,주차 가능
33785.0,프라이빗룸이 있는
33785.0,주차 가능
33775.0,주차 가능
33608.0,연중무휴
33608.0,주차 가능
33588.0,전망이 좋은
33588.0,모던/스타일리시
33588.0,반려동물 동반 가능
33588.0,주차 가능
33588.0,바다가 보이는
,
33584.0,가족과 외식하기 좋은
33584.0,연인과 같이 가면 좋은
33584.0,정원이나 산책로가 있는
33584.0,테라스가 있는
33584.0,주차 가능
33519.0,전망이 좋은
33519.0,주차 가능
33519.0,바다가 보이는
33518.0,연인과 같이 가면 좋은
33518.0,테라스가 있는
33518.0,주차 가능
33515.0,소개팅하기 좋은
33515.0,연인과 같이 가면 좋은
33515.0,주차 가능
33507.0,주차 가능
35176.0,브런치 메뉴가 있는
35176.0,주차 가능
35150.0,연중무휴
35150.0,주차 가능
35110.0,연중무휴
35110.0,주차 가능
35110.0,켈리 더블 임팩트 맛집
35107.0,카운터 석이 있는
35090.0,주차 가능
,
35027.0,아침을 먹을 수 있는
35027.0,연중무휴
35027.0,주차 가능
34990.0,주차 가능
34979.0,연중무휴
34979.0,주차 가능
34973.0,주차 가능
,
34944.0,주차 가능
34934.0,주차 가능
34912.0,주차 가능
34897.0,아침을 먹을 수 있는
34897.0,주차 가능
,
34762.0,연인과 같이 가면 좋은
34762.0,야경이 좋은
34762.0,전망이 좋은
34751.0,주차 가능
34746.0,저녁에만 영업하는
34714.0,주차 가능
34714.0,카운터 석이 있는
,
34701.0,24시간 영업하는
34701.0,아침을 먹을 수 있는
34701.0,연중무휴
34672.0,연인과 같이 가면 좋은
34672.0,주차 가능
36639.0,연중무휴
36394.0,테라스가 있는
36394.0,반려동물 동반 가능
36394.0,주차 가능
36394.0,놀이방이 있는
36293.0,주차 가능
36096.0,프라이빗룸이 있는
36096.0,주차 가능
35972.0,주차 가능
35960.0,전망이 좋은
35960.0,테라스가 있는
35960.0,주차 가능
35645.0,주차 가능
,
,
35429.0,연중무휴
35429.0,주차 가능
35393.0,술 한잔하기 좋은
35393.0,주차 가능
35393.0,카운터 석이 있는
35342.0,주차 가능
35319.0,아침을 먹을 수 있는
35319.0,연중무휴
35319.0,주차 가능
,
35240.0,술 한잔하기 좋은
35240.0,새벽까지 영업하는
35240.0,연중무휴
35240.0,저녁에만 영업하는
35240.0,카운터 석이 있는
35238.0,인테리어가 좋은
35238.0,전망이 좋은
35238.0,정원이나 산책로가 있는
35238.0,주차 가능
35234.0,주차 가능
35232.0,연중무휴
35232.0,주차 가능
35231.0,아침을 먹을 수 있는
,
35222.0,주차 가능
35190.0,새벽까지 영업하는
37445.0,연중무휴
37445.0,주차 가능
,
37379.0,전망이 좋은
37379.0,주차 가능
37355.0,프라이빗룸이 있는
37355.0,주차 가능
37325.0,주차 가능
37259.0,아침을 먹을 수 있는
36990.0,회식하기 좋은
36990.0,프라이빗룸이 있는
36928.0,연중무휴
36928.0,카운터 석이 있는
36817.0,전망이 좋은
36817.0,바다가 보이는
,
36711.0,전망이 좋은
36711.0,정원이나 산책로가 있는
36711.0,주차 가능
,
852.0,연중무휴
852.0,주차 가능
852.0,삼성생명 인생카페
1871.0,전망이 좋은
1871.0,연중무휴
1871.0,주차 가능
1871.0,삼성생명 인생카페
5415.0,연인과 같이 가면 좋은
5415.0,전망이 좋은
5415.0,주차 가능
5415.0,바다가 보이는
5415.0,삼성생명 인생카페
13473.0,전망이 좋은
13473.0,정원이나 산책로가 있는
13473.0,전통 한옥 리뉴얼
13473.0,주차 가능
13473.0,삼성생명 인생카페
30227.0,인테리어가 좋은
30227.0,정원이나 산책로가 있는
30227.0,연중무휴
30227.0,전통 한옥 리뉴얼
30227.0,반려동물 동반 가능
30227.0,주차 가능
30227.0,삼성생명 인생카페
29784.0,미술 작품이 있는
29784.0,연중무휴
29784.0,인더스트리얼풍
29784.0,주차 가능
29784.0,삼성생명 인생카페
30970.0,연인과 같이 가면 좋은
30970.0,전망이 좋은
30970.0,테라스가 있는
30970.0,연중무휴
30970.0,루프탑이 있는
30970.0,주차 가능
30970.0,바다가 보이는
30970.0,삼성생명 인생카페
31335.0,전망이 좋은
31335.0,정원이나 산책로가 있는
31335.0,테라스가 있는
31335.0,연중무휴
31335.0,주차 가능
31335.0,바다가 보이는
31335.0,삼성생명 인생카페
31319.0,공연이 있는
31319.0,전망이 좋은
31319.0,정원이나 산책로가 있는
31319.0,테라스가 있는
31319.0,연중무휴
31319.0,루프탑이 있는
31319.0,주차 가능
31319.0,삼성생명 인생카페
31244.0,정원이나 산책로가 있는
31244.0,테라스가 있는
31244.0,연중무휴
31244.0,주차 가능
31244.0,삼성생명 인생카페
31975.0,전망이 좋은
31975.0,정원이나 산책로가 있는
31975.0,테라스가 있는
31975.0,연중무휴
31975.0,주차 가능
31975.0,바다가 보이는
31975.0,삼성생명 인생카페
31676.0,테라스가 있는
31676.0,연중무휴
31676.0,주차 가능
31676.0,삼성생명 인생카페
32336.0,미술 작품이 있는
32336.0,인테리어가 좋은
32336.0,전망이 좋은
32336.0,연중무휴
32336.0,모던/스타일리시
32336.0,주차 가능
32336.0,삼성생명 인생카페
32335.0,전망이 좋은
32335.0,정원이나 산책로가 있는
32335.0,테라스가 있는
32335.0,주차 가능
32335.0,삼성생명 인생카페
32334.0,정원이나 산책로가 있는
32334.0,테라스가 있는
32334.0,연중무휴
32334.0,주차 가능
32334.0,삼성생명 인생카페
32454.0,전망이 좋은
32454.0,정원이나 산책로가 있는
32454.0,테라스가 있는
32454.0,주차 가능
32454.0,삼성생명 인생카페
32425.0,인테리어가 좋은
32425.0,전망이 좋은
32425.0,정원이나 산책로가 있는
32425.0,테라스가 있는
32425.0,연중무휴
32425.0,주차 가능
32425.0,플랜테리어
32425.0,삼성생명 인생카페
33310.0,인테리어가 좋은
33310.0,전망이 좋은
33310.0,정원이나 산책로가 있는
33310.0,테라스가 있는
33310.0,연중무휴
33310.0,모던/스타일리시
33310.0,루프탑이 있는
33310.0,주차 가능
33310.0,삼성생명 인생카페
33115.0,전망이 좋은
33115.0,정원이나 산책로가 있는
33115.0,테라스가 있는
33115.0,연중무휴
33115.0,주차 가능
33115.0,포토존이 있는
33115.0,삼성생명 인생카페
34468.0,전망이 좋은
34468.0,정원이나 산책로가 있는
34468.0,테라스가 있는
34468.0,연중무휴
34468.0,루프탑이 있는
34468.0,주차 가능
34468.0,포토존이 있는
34468.0,삼성생명 인생카페
34298.0,전망이 좋은
34298.0,테라스가 있는
34298.0,연중무휴
34298.0,루프탑이 있는
34298.0,주차 가능
34298.0,바다가 보이는
34298.0,포토존이 있는
34298.0,삼성생명 인생카페
34295.0,미술 작품이 있는
34295.0,공연이 있는
34295.0,인테리어가 좋은
34295.0,전망이 좋은
34295.0,테라스가 있는
34295.0,연중무휴
34295.0,프라이빗룸이 있는
34295.0,주차 가능
34295.0,삼성생명 인생카페
35215.0,전망이 좋은
35215.0,정원이나 산책로가 있는
35215.0,테라스가 있는
35215.0,연중무휴
35215.0,반려동물 동반 가능
35215.0,주차 가능
35215.0,삼성생명 인생카페
35584.0,야경이 좋은
35584.0,인테리어가 좋은
35584.0,전망이 좋은
35584.0,테라스가 있는
35584.0,루프탑이 있는
35584.0,주차 가능
35584.0,바다가 보이는
35584.0,삼성생명 인생카페
36810.0,브런치 메뉴가 있는
36810.0,인테리어가 좋은
36810.0,전망이 좋은
36810.0,테라스가 있는
36810.0,연중무휴
36810.0,모던/스타일리시
36810.0,루프탑이 있는
36810.0,주차 가능
36810.0,바다가 보이는
36810.0,포토존이 있는
36810.0,삼성생명 인생카페
37614.0,연중무휴
37614.0,주차 가능
37614.0,삼성생명 인생카페
37326.0,전망이 좋은
37326.0,정원이나 산책로가 있는
37326.0,테라스가 있는
37326.0,연중무휴
37326.0,루프탑이 있는
37326.0,주차 가능
37326.0,삼성생명 인생카페
37030.0,전망이 좋은
37030.0,주차 가능
37030.0,삼성생명 인생카페
6205.0,연인과 같이 가면 좋은
6205.0,연중무휴
6205.0,주차 가능
6850.0,연중무휴
6850.0,주차 가능
,
3993.0,새벽까지 영업하는
3993.0,주차 가능
,
6180.0,연중무휴
6180.0,주차 가능
6175.0,주차 가능
6174.0,연인과 같이 가면 좋은
6174.0,테라스가 있는
6975.0,연중무휴
6975.0,주차 가능
6987.0,주차 가능
,
6999.0,아침을 먹을 수 있는
6999.0,연중무휴
7169.0,역사가 오래된
7186.0,전망이 좋은
7186.0,정원이나 산책로가 있는
7186.0,주차 가능
7979.0,전통 한옥 재현
7979.0,주차 가능
7981.0,역사가 오래된
7981.0,아침을 먹을 수 있는
7981.0,연중무휴
7981.0,주차 가능
7985.0,역사가 오래된
7985.0,아침을 먹을 수 있는
7985.0,주차 가능
6172.0,역사가 오래된
6172.0,주차 가능
6147.0,주차 가능
,
,
6136.0,연인과 같이 가면 좋은
6135.0,연중무휴
7999.0,역사가 오래된
8003.0,역사가 오래된
8003.0,아침을 먹을 수 있는
8010.0,역사가 오래된
8010.0,아침을 먹을 수 있는
6126.0,역사가 오래된
6126.0,연중무휴
6126.0,주차 가능
8011.0,전망이 좋은
8011.0,연중무휴
8011.0,주차 가능
8100.0,역사가 오래된
8100.0,주차 가능
32166.0,연중무휴
32166.0,주차 가능
32166.0,코카-콜라 레드리본 맛집
8107.0,역사가 오래된
33238.0,카운터 석이 있는
,
6069.0,역사가 오래된
6069.0,주차 가능
8108.0,역사가 오래된
8108.0,낮에만 영업하는
8123.0,역사가 오래된
8123.0,주차 가능
8134.0,역사가 오래된
8134.0,아침을 먹을 수 있는
8134.0,주차 가능
8137.0,역사가 오래된
8137.0,주차 가능
8141.0,역사가 오래된
8153.0,역사가 오래된
8153.0,아침을 먹을 수 있는
8153.0,연중무휴
8154.0,역사가 오래된
8154.0,주차 가능
8157.0,역사가 오래된
8157.0,아침을 먹을 수 있는
8157.0,연중무휴
8181.0,역사가 오래된
8181.0,연중무휴
8181.0,주차 가능
8184.0,역사가 오래된
8186.0,역사가 오래된
8186.0,연중무휴
8186.0,주차 가능
8189.0,역사가 오래된
8189.0,주차 가능
36429.0,새벽까지 영업하는
36429.0,저녁에만 영업하는
36429.0,빈티지/앤티크
18400.0,전통 한옥 리뉴얼
36713.0,전망이 좋은
36713.0,연중무휴
6057.0,역사가 오래된
6057.0,주차 가능
6056.0,역사가 오래된
6056.0,연중무휴
8192.0,역사가 오래된
6055.0,역사가 오래된
6055.0,주차 가능
8201.0,역사가 오래된
8201.0,새벽까지 영업하는
8201.0,연중무휴
8201.0,주차 가능
8204.0,역사가 오래된
8207.0,역사가 오래된
